ruta_anon,cliente_anon_id,nombre_anon,status_registro
ROUTE_0022,CUST_1021,Store_1021,no registrado
ROUTE_0001,CUST_1021,Store_1021,no registrado
ROUTE_0011,CUST_1022,Store_1022,registrado
ROUTE_0016,CUST_1023,Store_1023,no registrado
ROUTE_0006,CUST_1024,Store_1024,no registrado
ROUTE_0005,CUST_1025,Store_1025,no registrado
ROUTE_0005,CUST_1026,Store_1026,no registrado
ROUTE_0009,CUST_1027,Store_1027,registrado
ROUTE_0011,CUST_1028,Store_1028,registrado
ROUTE_0019,CUST_1029,Store_1029,no registrado
ROUTE_0012,CUST_1030,Store_1030,no registrado
ROUTE_0018,CUST_1031,Store_1031,registrado
ROUTE_0005,CUST_1032,Store_1032,no registrado
ROUTE_0004,CUST_1033,Store_1033,no registrado
ROUTE_0005,CUST_1034,Store_1034,no registrado
ROUTE_0011,CUST_1035,Store_1035,registrado
ROUTE_0010,CUST_1036,Store_1036,registrado
ROUTE_0017,CUST_1037,Store_1037,no registrado
ROUTE_0004,CUST_1038,Store_1038,no registrado
ROUTE_0004,CUST_1039,Store_1039,no registrado
ROUTE_0005,CUST_1040,Store_1040,no registrado
ROUTE_0002,CUST_1041,Store_1041,no registrado
ROUTE_0012,CUST_1040,Store_1040,no registrado
ROUTE_0005,CUST_1042,Store_1042,no registrado
ROUTE_0005,CUST_1043,Store_1043,registrado
ROUTE_0015,CUST_1044,Store_1044,registrado
ROUTE_0002,CUST_1045,Store_1045,no registrado
ROUTE_0005,CUST_1046,Store_1046,registrado
ROUTE_0002,CUST_1047,Store_1047,no registrado
ROUTE_0017,CUST_1048,Store_1048,no registrado
ROUTE_0005,CUST_1049,Store_1049,registrado
ROUTE_0011,CUST_1050,Store_1050,registrado
ROUTE_0015,CUST_1051,Store_1051,no registrado
ROUTE_0014,CUST_1052,Store_1052,registrado
ROUTE_0009,CUST_1053,Store_1053,registrado
ROUTE_0017,CUST_1054,Store_1054,no registrado
ROUTE_0002,CUST_1055,Store_1055,registrado
ROUTE_0018,CUST_1056,Store_1056,registrado
ROUTE_0016,CUST_1057,Store_1057,registrado
ROUTE_0017,CUST_1058,Store_1058,no registrado
ROUTE_0011,CUST_1058,Store_1058,no registrado
ROUTE_0016,CUST_1059,Store_1059,registrado
ROUTE_0003,CUST_1060,Store_1060,registrado
ROUTE_0007,CUST_1061,Store_1061,registrado
ROUTE_0012,CUST_1062,Store_1062,registrado
ROUTE_0006,CUST_1063,Store_1063,registrado
ROUTE_0022,CUST_1064,Store_1064,no registrado
ROUTE_0019,CUST_1065,Store_1065,no registrado
ROUTE_0017,CUST_1066,Store_1066,registrado
ROUTE_0011,CUST_1067,Store_1067,no registrado
ROUTE_0005,CUST_1068,Store_1068,registrado
ROUTE_0005,CUST_1069,Store_1069,registrado
ROUTE_0009,CUST_1070,Store_1070,registrado
ROUTE_0001,CUST_1071,Store_1071,registrado
ROUTE_0017,CUST_1072,Store_1072,registrado
ROUTE_0002,CUST_1073,Store_1073,registrado
ROUTE_0005,CUST_1074,Store_1074,no registrado
ROUTE_0008,CUST_1075,Store_1075,registrado
ROUTE_0021,CUST_1076,Store_1076,registrado
ROUTE_0019,CUST_1077,Store_1077,registrado
ROUTE_0018,CUST_1077,Store_1077,registrado
ROUTE_0012,CUST_1078,Store_1078,registrado
ROUTE_0010,CUST_1079,Store_1079,registrado
ROUTE_0005,CUST_1080,Store_1080,registrado
ROUTE_0003,CUST_1081,Store_1081,registrado
ROUTE_0017,CUST_1082,Store_1082,no registrado
ROUTE_0009,CUST_1083,Store_1083,no registrado
ROUTE_0013,CUST_1084,Store_1084,no registrado
ROUTE_0016,CUST_1085,Store_1085,registrado
ROUTE_0013,CUST_1086,Store_1086,registrado
ROUTE_0013,CUST_1087,Store_1087,registrado
ROUTE_0013,CUST_1088,Store_1088,registrado
ROUTE_0013,CUST_1089,Store_1089,no registrado
ROUTE_0014,CUST_1090,Store_1090,no registrado
ROUTE_0022,CUST_1091,Store_1091,no registrado
ROUTE_0009,CUST_1092,Store_1092,no registrado
ROUTE_0011,CUST_1093,Store_1093,registrado
ROUTE_0009,CUST_1094,Store_1094,registrado
ROUTE_0001,CUST_1095,Store_1095,registrado
ROUTE_0003,CUST_1096,Store_1096,registrado
ROUTE_0011,CUST_1097,Store_1097,registrado
ROUTE_0003,CUST_1098,Store_1098,no registrado
ROUTE_0011,CUST_1099,Store_1099,no registrado
ROUTE_0013,CUST_1100,Store_1100,registrado
ROUTE_0013,CUST_1101,Store_1101,registrado
ROUTE_0015,CUST_1102,Store_1102,registrado
ROUTE_0010,CUST_1103,Store_1103,registrado
ROUTE_0004,CUST_1104,Store_1104,registrado
ROUTE_0022,CUST_1105,Store_1105,no registrado
ROUTE_0011,CUST_1106,Store_1106,registrado
ROUTE_0009,CUST_1107,Store_1107,registrado
ROUTE_0004,CUST_1108,Store_1108,no registrado
ROUTE_0004,CUST_1109,Store_1109,no registrado
ROUTE_0010,CUST_1110,Store_1110,registrado
ROUTE_0002,CUST_1111,Store_1111,no registrado
ROUTE_0011,CUST_1112,Store_1112,registrado
ROUTE_0017,CUST_1113,Store_1113,no registrado
ROUTE_0011,CUST_1114,Store_1114,registrado
ROUTE_0009,CUST_1115,Store_1115,no registrado
ROUTE_0010,CUST_1116,Store_1116,registrado
ROUTE_0011,CUST_1117,Store_1117,registrado
ROUTE_0014,CUST_1118,Store_1118,no registrado
ROUTE_0003,CUST_1119,Store_1119,registrado
ROUTE_0003,CUST_1120,Store_1120,registrado
ROUTE_0010,CUST_1121,Store_1121,registrado
ROUTE_0005,CUST_1122,Store_1122,registrado
ROUTE_0017,CUST_1123,Store_1123,registrado
ROUTE_0019,CUST_1124,Store_1124,registrado
ROUTE_0005,CUST_1125,Store_1125,registrado
ROUTE_0011,CUST_1126,Store_1126,no registrado
ROUTE_0011,CUST_1127,Store_1127,registrado
ROUTE_0018,CUST_1128,Store_1128,registrado
ROUTE_0003,CUST_1129,Store_1129,no registrado
ROUTE_0019,CUST_1130,Store_1130,registrado
ROUTE_0004,CUST_1131,Store_1131,no registrado
ROUTE_0011,CUST_1132,Store_1132,no registrado
ROUTE_0012,CUST_1133,Store_1133,registrado
ROUTE_0004,CUST_1134,Store_1134,no registrado
ROUTE_0010,CUST_1135,Store_1135,registrado
ROUTE_0006,CUST_1136,Store_1136,no registrado
ROUTE_0011,CUST_1137,Store_1137,registrado
ROUTE_0021,CUST_1138,Store_1138,registrado
ROUTE_0003,CUST_1139,Store_1139,no registrado
ROUTE_0011,CUST_1140,Store_1140,registrado
ROUTE_0005,CUST_1141,Store_1141,registrado
ROUTE_0017,CUST_1142,Store_1142,no registrado
ROUTE_0009,CUST_1143,Store_1143,registrado
ROUTE_0021,CUST_1144,Store_1144,no registrado
ROUTE_0022,CUST_1145,Store_1145,registrado
ROUTE_0014,CUST_1146,Store_1146,registrado
ROUTE_0012,CUST_1147,Store_1147,registrado
ROUTE_0009,CUST_1148,Store_1148,registrado
ROUTE_0018,CUST_1149,Store_1149,no registrado
ROUTE_0018,CUST_1150,Store_1150,registrado
ROUTE_0018,CUST_1151,Store_1151,no registrado
ROUTE_0018,CUST_1152,Store_1152,registrado
ROUTE_0018,CUST_1153,Store_1153,registrado
ROUTE_0018,CUST_1154,Store_1154,registrado
ROUTE_0011,CUST_1155,Store_1155,no registrado
ROUTE_0008,CUST_1156,Store_1156,registrado
ROUTE_0006,CUST_1157,Store_1157,no registrado
ROUTE_0002,CUST_1158,Store_1158,no registrado
ROUTE_0008,CUST_1159,Store_1159,no registrado
ROUTE_0010,CUST_1160,Store_1160,registrado
ROUTE_0006,CUST_1161,Store_1161,registrado
ROUTE_0010,CUST_1162,Store_1162,registrado
ROUTE_0020,CUST_1163,Store_1163,no registrado
ROUTE_0014,CUST_1164,Store_1164,no registrado
ROUTE_0018,CUST_1165,Store_1165,registrado
ROUTE_0011,CUST_1166,Store_1166,registrado
ROUTE_0006,CUST_1167,Store_1167,no registrado
ROUTE_0014,CUST_1168,Store_1168,registrado
ROUTE_0002,CUST_1169,Store_1169,no registrado
ROUTE_0004,CUST_1170,Store_1170,no registrado
ROUTE_0002,CUST_1171,Store_1171,registrado
ROUTE_0011,CUST_1172,Store_1172,registrado
ROUTE_0004,CUST_1173,Store_1173,no registrado
ROUTE_0017,CUST_1174,Store_1174,registrado
ROUTE_0002,CUST_1175,Store_1175,registrado
ROUTE_0006,CUST_1176,Store_1176,registrado
ROUTE_0003,CUST_1177,Store_1177,no registrado
ROUTE_0010,CUST_1178,Store_1178,registrado
ROUTE_0004,CUST_1179,Store_1179,no registrado
ROUTE_0005,CUST_1180,Store_1180,registrado
ROUTE_0016,CUST_1181,Store_1181,registrado
ROUTE_0002,CUST_1182,Store_1182,no registrado
ROUTE_0009,CUST_1183,Store_1183,registrado
ROUTE_0002,CUST_1184,Store_1184,registrado
ROUTE_0018,CUST_1185,Store_1185,registrado
ROUTE_0005,CUST_1186,Store_1186,registrado
ROUTE_0021,CUST_1187,Store_1187,registrado
ROUTE_0021,CUST_1188,Store_1188,no registrado
ROUTE_0014,CUST_1189,Store_1189,registrado
ROUTE_0018,CUST_1190,Store_1190,registrado
ROUTE_0011,CUST_1191,Store_1191,registrado
ROUTE_0006,CUST_1192,Store_1192,registrado
ROUTE_0014,CUST_1193,Store_1193,registrado
ROUTE_0009,CUST_1194,Store_1194,no registrado
ROUTE_0005,CUST_1195,Store_1195,registrado
ROUTE_0006,CUST_1196,Store_1196,registrado
ROUTE_0011,CUST_1197,Store_1197,registrado
ROUTE_0006,CUST_1198,Store_1198,no registrado
ROUTE_0005,CUST_1199,Store_1199,registrado
ROUTE_0002,CUST_1200,Store_1200,registrado
ROUTE_0014,CUST_1201,Store_1201,registrado
ROUTE_0021,CUST_1202,Store_1202,registrado
ROUTE_0015,CUST_1203,Store_1203,registrado
ROUTE_0021,CUST_1204,Store_1204,no registrado
ROUTE_0017,CUST_1205,Store_1205,registrado
ROUTE_0004,CUST_1206,Store_1206,registrado
ROUTE_0011,CUST_1207,Store_1207,registrado
ROUTE_0010,CUST_1208,Store_1208,registrado
ROUTE_0014,CUST_1209,Store_1209,no registrado
ROUTE_0016,CUST_1210,Store_1210,registrado
ROUTE_0003,CUST_1211,Store_1211,registrado
ROUTE_0010,CUST_1212,Store_1212,registrado
ROUTE_0008,CUST_1213,Store_1213,registrado
ROUTE_0017,CUST_1214,Store_1214,no registrado
ROUTE_0015,CUST_1215,Store_1215,registrado
ROUTE_0003,CUST_1216,Store_1216,no registrado
ROUTE_0016,CUST_1216,Store_1216,no registrado
ROUTE_0017,CUST_1217,Store_1217,registrado
ROUTE_0009,CUST_1218,Store_1218,registrado
ROUTE_0017,CUST_1219,Store_1219,no registrado
ROUTE_0010,CUST_1220,Store_1220,registrado
ROUTE_0011,CUST_1221,Store_1221,registrado
ROUTE_0022,CUST_1222,Store_1222,no registrado
ROUTE_0005,CUST_1223,Store_1223,no registrado
ROUTE_0006,CUST_1224,Store_1224,registrado
ROUTE_0021,CUST_1225,Store_1225,registrado
ROUTE_0003,CUST_1226,Store_1226,no registrado
ROUTE_0005,CUST_1227,Store_1227,registrado
ROUTE_0008,CUST_1228,Store_1228,registrado
ROUTE_0021,CUST_1229,Store_1229,registrado
ROUTE_0014,CUST_1230,Store_1230,registrado
ROUTE_0022,CUST_1231,Store_1231,no registrado
ROUTE_0003,CUST_1232,Store_1232,registrado
ROUTE_0006,CUST_1233,Store_1233,no registrado
ROUTE_0015,CUST_1234,Store_1234,no registrado
ROUTE_0018,CUST_1235,Store_1235,registrado
ROUTE_0022,CUST_1236,Store_1236,no registrado
ROUTE_0022,CUST_1237,Store_1237,no registrado
ROUTE_0015,CUST_1238,Store_1238,no registrado
ROUTE_0022,CUST_1239,Store_1239,registrado
ROUTE_0009,CUST_1240,Store_1240,no registrado
ROUTE_0019,CUST_1241,Store_1241,registrado
ROUTE_0006,CUST_1242,Store_1242,no registrado
ROUTE_0011,CUST_1243,Store_1243,registrado
ROUTE_0018,CUST_1244,Store_1244,registrado
ROUTE_0009,CUST_1245,Store_1245,no registrado
ROUTE_0008,CUST_1246,Store_1246,registrado
ROUTE_0006,CUST_1247,Store_1247,registrado
ROUTE_0016,CUST_1248,Store_1248,registrado
ROUTE_0021,CUST_1249,Store_1249,registrado
ROUTE_0014,CUST_1250,Store_1250,registrado
ROUTE_0010,CUST_1251,Store_1251,no registrado
ROUTE_0006,CUST_1252,Store_1252,no registrado
ROUTE_0009,CUST_1253,Store_1253,registrado
ROUTE_0004,CUST_1254,Store_1254,no registrado
ROUTE_0016,CUST_1255,Store_1255,registrado
ROUTE_0015,CUST_1256,Store_1256,no registrado
ROUTE_0005,CUST_1257,Store_1257,registrado
ROUTE_0019,CUST_1258,Store_1258,registrado
ROUTE_0018,CUST_1258,Store_1258,registrado
ROUTE_0016,CUST_1259,Store_1259,no registrado
ROUTE_0012,CUST_1260,Store_1260,no registrado
ROUTE_0018,CUST_1261,Store_1261,no registrado
ROUTE_0009,CUST_1262,Store_1262,no registrado
ROUTE_0009,CUST_1263,Store_1263,no registrado
ROUTE_0002,CUST_1264,Store_1264,registrado
ROUTE_0006,CUST_1265,Store_1265,registrado
ROUTE_0020,CUST_1266,Store_1266,no registrado
ROUTE_0009,CUST_1267,Store_1267,registrado
ROUTE_0011,CUST_1268,Store_1268,registrado
ROUTE_0003,CUST_1269,Store_1269,registrado
ROUTE_0006,CUST_1270,Store_1270,no registrado
ROUTE_0003,CUST_1271,Store_1271,no registrado
ROUTE_0003,CUST_1272,Store_1272,registrado
ROUTE_0006,CUST_1273,Store_1273,registrado
ROUTE_0010,CUST_1274,Store_1274,registrado
ROUTE_0006,CUST_1275,Store_1275,registrado
ROUTE_0002,CUST_1276,Store_1276,registrado
ROUTE_0014,CUST_1277,Store_1277,registrado
ROUTE_0017,CUST_1278,Store_1278,registrado
ROUTE_0010,CUST_1279,Store_1279,registrado
ROUTE_0010,CUST_1280,Store_1280,registrado
ROUTE_0017,CUST_1281,Store_1281,no registrado
ROUTE_0018,CUST_1282,Store_1282,registrado
ROUTE_0010,CUST_1283,Store_1283,registrado
ROUTE_0017,CUST_1284,Store_1284,registrado
ROUTE_0013,CUST_1285,Store_1285,registrado
ROUTE_0009,CUST_1286,Store_1286,registrado
ROUTE_0003,CUST_1287,Store_1287,registrado
ROUTE_0003,CUST_1288,Store_1288,no registrado
ROUTE_0009,CUST_1289,Store_1289,no registrado
ROUTE_0009,CUST_1290,Store_1290,registrado
ROUTE_0011,CUST_1291,Store_1291,registrado
ROUTE_0005,CUST_1292,Store_1292,no registrado
ROUTE_0018,CUST_1293,Store_1293,no registrado
ROUTE_0004,CUST_1294,Store_1294,no registrado
ROUTE_0011,CUST_1295,Store_1295,registrado
ROUTE_0010,CUST_1296,Store_1296,no registrado
ROUTE_0001,CUST_1297,Store_1297,registrado
ROUTE_0021,CUST_1298,Store_1298,registrado
ROUTE_0003,CUST_1299,Store_1299,no registrado
ROUTE_0003,CUST_1300,Store_1300,registrado
ROUTE_0015,CUST_1301,Store_1301,registrado
ROUTE_0021,CUST_1302,Store_1302,registrado
ROUTE_0002,CUST_1303,Store_1303,registrado
ROUTE_0002,CUST_1304,Store_1304,no registrado
ROUTE_0021,CUST_1305,Store_1305,registrado
ROUTE_0010,CUST_1304,Store_1304,no registrado
ROUTE_0003,CUST_1306,Store_1306,no registrado
ROUTE_0003,CUST_1307,Store_1307,registrado
ROUTE_0003,CUST_1308,Store_1308,no registrado
ROUTE_0015,CUST_1309,Store_1309,no registrado
ROUTE_0003,CUST_1310,Store_1310,registrado
ROUTE_0005,CUST_1311,Store_1311,registrado
ROUTE_0010,CUST_1312,Store_1312,registrado
ROUTE_0012,CUST_1313,Store_1313,registrado
ROUTE_0003,CUST_1314,Store_1314,no registrado
ROUTE_0009,CUST_1315,Store_1315,no registrado
ROUTE_0010,CUST_1316,Store_1316,no registrado
ROUTE_0005,CUST_1317,Store_1317,registrado
ROUTE_0013,CUST_1318,Store_1318,registrado
ROUTE_0014,CUST_1319,Store_1319,no registrado
ROUTE_0003,CUST_1320,Store_1320,registrado
ROUTE_0011,CUST_1321,Store_1321,registrado
ROUTE_0014,CUST_1322,Store_1322,registrado
ROUTE_0008,CUST_1323,Store_1323,no registrado
ROUTE_0002,CUST_1324,Store_1324,registrado
ROUTE_0017,CUST_1325,Store_1325,no registrado
ROUTE_0003,CUST_1326,Store_1326,registrado
ROUTE_0007,CUST_1327,Store_1327,no registrado
ROUTE_0002,CUST_1328,Store_1328,registrado
ROUTE_0009,CUST_1329,Store_1329,registrado
ROUTE_0013,CUST_1330,Store_1330,registrado
ROUTE_0012,CUST_1331,Store_1331,no registrado
ROUTE_0009,CUST_1332,Store_1332,no registrado
ROUTE_0008,CUST_1333,Store_1333,no registrado
ROUTE_0011,CUST_1334,Store_1334,registrado
ROUTE_0005,CUST_1335,Store_1335,no registrado
ROUTE_0002,CUST_1336,Store_1336,no registrado
ROUTE_0010,CUST_1337,Store_1337,no registrado
ROUTE_0017,CUST_1338,Store_1338,registrado
ROUTE_0018,CUST_1339,Store_1339,registrado
ROUTE_0010,CUST_1340,Store_1340,no registrado
ROUTE_0021,CUST_1341,Store_1341,no registrado
ROUTE_0022,CUST_1342,Store_1342,no registrado
ROUTE_0017,CUST_1343,Store_1343,no registrado
ROUTE_0003,CUST_1344,Store_1344,no registrado
ROUTE_0003,CUST_1345,Store_1345,registrado
ROUTE_0021,CUST_1346,Store_1346,registrado
ROUTE_0003,CUST_1347,Store_1347,no registrado
ROUTE_0010,CUST_1348,Store_1348,no registrado
ROUTE_0016,CUST_1349,Store_1349,no registrado
ROUTE_0003,CUST_1350,Store_1350,no registrado
ROUTE_0017,CUST_1351,Store_1351,registrado
ROUTE_0018,CUST_1352,Store_1352,registrado
ROUTE_0011,CUST_1353,Store_1353,registrado
ROUTE_0021,CUST_1354,Store_1354,no registrado
ROUTE_0004,CUST_1355,Store_1355,no registrado
ROUTE_0010,CUST_1356,Store_1356,no registrado
ROUTE_0010,CUST_1357,Store_1357,registrado
ROUTE_0002,CUST_1358,Store_1358,registrado
ROUTE_0019,CUST_1359,Store_1359,registrado
ROUTE_0012,CUST_1359,Store_1359,registrado
ROUTE_0017,CUST_1360,Store_1360,registrado
ROUTE_0017,CUST_1361,Store_1361,no registrado
ROUTE_0017,CUST_1362,Store_1362,registrado
ROUTE_0005,CUST_1363,Store_1363,no registrado
ROUTE_0009,CUST_1364,Store_1364,no registrado
ROUTE_0022,CUST_1365,Store_1365,registrado
ROUTE_0004,CUST_1366,Store_1366,no registrado
ROUTE_0013,CUST_1367,Store_1367,registrado
ROUTE_0005,CUST_1368,Store_1368,registrado
ROUTE_0011,CUST_1369,Store_1369,registrado
ROUTE_0005,CUST_1370,Store_1370,no registrado
ROUTE_0015,CUST_1371,Store_1371,no registrado
ROUTE_0009,CUST_1372,Store_1372,registrado
ROUTE_0010,CUST_1373,Store_1373,registrado
ROUTE_0015,CUST_1374,Store_1374,no registrado
ROUTE_0011,CUST_1375,Store_1375,registrado
ROUTE_0010,CUST_1376,Store_1376,no registrado
ROUTE_0009,CUST_1377,Store_1377,registrado
ROUTE_0009,CUST_1378,Store_1378,no registrado
ROUTE_0006,CUST_1379,Store_1379,no registrado
ROUTE_0003,CUST_1380,Store_1380,no registrado
ROUTE_0017,CUST_1381,Store_1381,no registrado
ROUTE_0022,CUST_1382,Store_1382,no registrado
ROUTE_0017,CUST_1383,Store_1383,no registrado
ROUTE_0010,CUST_1384,Store_1384,registrado
ROUTE_0009,CUST_1385,Store_1385,registrado
ROUTE_0017,CUST_1386,Store_1386,no registrado
ROUTE_0011,CUST_1386,Store_1386,no registrado
ROUTE_0021,CUST_1387,Store_1387,no registrado
ROUTE_0020,CUST_1388,Store_1388,no registrado
ROUTE_0008,CUST_1389,Store_1389,no registrado
ROUTE_0001,CUST_1390,Store_1390,no registrado
ROUTE_0001,CUST_1391,Store_1391,no registrado
ROUTE_0004,CUST_1392,Store_1392,no registrado
ROUTE_0003,CUST_1393,Store_1393,registrado
ROUTE_0002,CUST_1394,Store_1394,registrado
ROUTE_0020,CUST_1395,Store_1395,registrado
ROUTE_0007,CUST_1396,Store_1396,registrado
ROUTE_0015,CUST_1397,Store_1397,registrado
ROUTE_0018,CUST_1398,Store_1398,registrado
ROUTE_0021,CUST_1399,Store_1399,registrado
ROUTE_0018,CUST_1400,Store_1400,registrado
ROUTE_0004,CUST_1401,Store_1401,registrado
ROUTE_0017,CUST_1402,Store_1402,registrado
ROUTE_0008,CUST_1403,Store_1403,registrado
ROUTE_0008,CUST_1404,Store_1404,no registrado
ROUTE_0008,CUST_1405,Store_1405,no registrado
ROUTE_0016,CUST_1406,Store_1406,registrado
ROUTE_0004,CUST_1407,Store_1407,registrado
ROUTE_0016,CUST_1408,Store_1408,registrado
ROUTE_0009,CUST_1409,Store_1409,registrado
ROUTE_0021,CUST_1410,Store_1410,registrado
ROUTE_0003,CUST_1411,Store_1411,registrado
ROUTE_0004,CUST_1412,Store_1412,registrado
ROUTE_0018,CUST_1413,Store_1413,registrado
ROUTE_0018,CUST_1414,Store_1414,no registrado
ROUTE_0008,CUST_1415,Store_1415,no registrado
ROUTE_0008,CUST_1416,Store_1416,registrado
ROUTE_0018,CUST_1417,Store_1417,no registrado
ROUTE_0012,CUST_1418,Store_1418,registrado
ROUTE_0013,CUST_1419,Store_1419,registrado
ROUTE_0017,CUST_1420,Store_1420,no registrado
ROUTE_0021,CUST_1421,Store_1421,registrado
ROUTE_0006,CUST_1422,Store_1422,no registrado
ROUTE_0002,CUST_1423,Store_1423,registrado
ROUTE_0017,CUST_1424,Store_1424,no registrado
ROUTE_0015,CUST_1425,Store_1425,registrado
ROUTE_0019,CUST_1426,Store_1426,no registrado
ROUTE_0017,CUST_1427,Store_1427,no registrado
ROUTE_0012,CUST_1428,Store_1428,no registrado
ROUTE_0018,CUST_1429,Store_1429,no registrado
ROUTE_0001,CUST_1430,Store_1430,no registrado
ROUTE_0008,CUST_1431,Store_1431,no registrado
ROUTE_0008,CUST_1432,Store_1432,no registrado
ROUTE_0006,CUST_1433,Store_1433,no registrado
ROUTE_0019,CUST_1434,Store_1434,registrado
ROUTE_0012,CUST_1434,Store_1434,registrado
ROUTE_0015,CUST_1435,Store_1435,registrado
ROUTE_0001,CUST_1436,Store_1436,registrado
ROUTE_0008,CUST_1437,Store_1437,registrado
ROUTE_0006,CUST_1438,Store_1438,registrado
ROUTE_0017,CUST_1439,Store_1439,registrado
ROUTE_0017,CUST_1440,Store_1440,no registrado
ROUTE_0006,CUST_1441,Store_1441,registrado
ROUTE_0011,CUST_1442,Store_1442,registrado
ROUTE_0011,CUST_1443,Store_1443,registrado
ROUTE_0014,CUST_1444,Store_1444,registrado
ROUTE_0015,CUST_1445,Store_1445,registrado
ROUTE_0005,CUST_1446,Store_1446,registrado
ROUTE_0002,CUST_1447,Store_1447,registrado
ROUTE_0011,CUST_1448,Store_1448,registrado
ROUTE_0013,CUST_1449,Store_1449,registrado
ROUTE_0007,CUST_1450,Store_1450,registrado
ROUTE_0015,CUST_1451,Store_1451,no registrado
ROUTE_0002,CUST_1452,Store_1452,registrado
ROUTE_0021,CUST_1453,Store_1453,no registrado
ROUTE_0007,CUST_1454,Store_1454,no registrado
ROUTE_0007,CUST_1455,Store_1455,registrado
ROUTE_0020,CUST_1456,Store_1456,registrado
ROUTE_0002,CUST_1457,Store_1457,no registrado
ROUTE_0007,CUST_1458,Store_1458,no registrado
ROUTE_0011,CUST_1459,Store_1459,registrado
ROUTE_0001,CUST_1460,Store_1460,registrado
ROUTE_0015,CUST_1461,Store_1461,registrado
ROUTE_0011,CUST_1462,Store_1462,registrado
ROUTE_0004,CUST_1463,Store_1463,no registrado
ROUTE_0015,CUST_1464,Store_1464,no registrado
ROUTE_0008,CUST_1465,Store_1465,registrado
ROUTE_0010,CUST_1465,Store_1465,registrado
ROUTE_0011,CUST_1466,Store_1466,registrado
ROUTE_0003,CUST_1467,Store_1467,registrado
ROUTE_0021,CUST_1468,Store_1468,registrado
ROUTE_0011,CUST_1469,Store_1469,registrado
ROUTE_0020,CUST_1470,Store_1470,registrado
ROUTE_0020,CUST_1471,Store_1471,no registrado
ROUTE_0011,CUST_1472,Store_1472,registrado
ROUTE_0021,CUST_1473,Store_1473,registrado
ROUTE_0001,CUST_1474,Store_1474,registrado
ROUTE_0020,CUST_1475,Store_1475,no registrado
ROUTE_0012,CUST_1476,Store_1476,registrado
ROUTE_0016,CUST_1477,Store_1477,registrado
ROUTE_0020,CUST_1478,Store_1478,registrado
ROUTE_0004,CUST_1479,Store_1479,registrado
ROUTE_0015,CUST_1480,Store_1480,registrado
ROUTE_0018,CUST_1481,Store_1481,registrado
ROUTE_0019,CUST_1482,Store_1482,registrado
ROUTE_0011,CUST_1483,Store_1483,registrado
ROUTE_0010,CUST_1484,Store_1484,registrado
ROUTE_0002,CUST_1485,Store_1485,registrado
ROUTE_0001,CUST_1486,Store_1486,registrado
ROUTE_0005,CUST_1487,Store_1487,registrado
ROUTE_0009,CUST_1488,Store_1488,no registrado
ROUTE_0022,CUST_1489,Store_1489,registrado
ROUTE_0020,CUST_1490,Store_1490,registrado
ROUTE_0008,CUST_1491,Store_1491,no registrado
ROUTE_0008,CUST_1492,Store_1492,registrado
ROUTE_0015,CUST_1493,Store_1493,no registrado
ROUTE_0022,CUST_1494,Store_1494,registrado
ROUTE_0003,CUST_1495,Store_1495,registrado
ROUTE_0018,CUST_1496,Store_1496,registrado
ROUTE_0009,CUST_1497,Store_1497,registrado
ROUTE_0016,CUST_1498,Store_1498,no registrado
ROUTE_0012,CUST_1499,Store_1499,registrado
ROUTE_0012,CUST_1500,Store_1500,registrado
ROUTE_0010,CUST_1501,Store_1501,registrado
ROUTE_0018,CUST_1502,Store_1502,registrado
ROUTE_0004,CUST_1503,Store_1503,registrado
ROUTE_0004,CUST_1504,Store_1504,registrado
ROUTE_0014,CUST_1505,Store_1505,registrado
ROUTE_0008,CUST_1506,Store_1506,no registrado
ROUTE_0018,CUST_1507,Store_1507,registrado
ROUTE_0004,CUST_1508,Store_1508,registrado
ROUTE_0017,CUST_1509,Store_1509,no registrado
ROUTE_0013,CUST_1510,Store_1510,registrado
ROUTE_0017,CUST_1511,Store_1511,registrado
ROUTE_0006,CUST_1512,Store_1512,no registrado
ROUTE_0009,CUST_1513,Store_1513,registrado
ROUTE_0014,CUST_1514,Store_1514,registrado
ROUTE_0005,CUST_1515,Store_1515,registrado
ROUTE_0014,CUST_1516,Store_1516,registrado
ROUTE_0009,CUST_1517,Store_1517,no registrado
ROUTE_0011,CUST_1518,Store_1518,registrado
ROUTE_0018,CUST_1519,Store_1519,registrado
ROUTE_0022,CUST_1520,Store_1520,registrado
ROUTE_0017,CUST_1521,Store_1521,no registrado
ROUTE_0014,CUST_1522,Store_1522,no registrado
ROUTE_0004,CUST_1523,Store_1523,no registrado
ROUTE_0012,CUST_1524,Store_1524,registrado
ROUTE_0009,CUST_1525,Store_1525,registrado
ROUTE_0004,CUST_1526,Store_1526,registrado
ROUTE_0021,CUST_1527,Store_1527,no registrado
ROUTE_0014,CUST_1528,Store_1528,registrado
ROUTE_0010,CUST_1529,Store_1529,registrado
ROUTE_0005,CUST_1530,Store_1530,registrado
ROUTE_0010,CUST_1531,Store_1531,registrado
ROUTE_0012,CUST_1532,Store_1532,no registrado
ROUTE_0009,CUST_1533,Store_1533,registrado
ROUTE_0016,CUST_1534,Store_1534,registrado
ROUTE_0003,CUST_1535,Store_1535,no registrado
ROUTE_0014,CUST_1536,Store_1536,registrado
ROUTE_0014,CUST_1537,Store_1537,registrado
ROUTE_0004,CUST_1538,Store_1538,registrado
